CARRERA,PERIODO,NIVEL,PARALELO,ASIGNATURA,PRIMER_PARCIAL,SEGUNDO_PARCIAL,RECUPERACION,NOTA_FINAL,ASISTENCIA,ESTADO_FINAL
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,LEGISLACION INFORMATICA,6,7.9,8,7.58,76.56,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,PROGRAMACION DE APLICACIONES WEB,8.17,9.25,,8.71,92.71,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,BASE DE DATOS AVANZADA,8.6,6.13,,7.37,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,CALCULO DIFERENCIAL E INTEGRAL,6.38,9.6,,7.99,81.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,DISEÑO MULTIMEDIA,5.28,9.05,,7.17,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,FUNDAMENTOS DE ADMINISTRACION,9.75,6.9,,8.32,83.33,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,INGLES B1.1 (TECHNICAL),8.66,8.02,,8.34,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,PROGRAMACION VISUAL,7.08,7.42,,7.25,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,D,MULTIMEDIA,8.3,9.03,,8.66,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,D,DISEÑO Y PROGRAMACION WEB,9.44,10,,9.72,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,D,EMPRENDIMIENTO,9.08,9.8,,9.44,96.88,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,D,IMAGEN COORPORTAVIA,10,10,,10,97.97,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,E,NT-INFORMÁTICA,0,0,,0,46.67,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,E,NT-METODOLOGÍA DE LA INVESTIGACIÓN,0,0,,0,60,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,E,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,0,0,,0,35,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,E,NT-BASES DE LA COMUNICACIÓN,0,0,,0,70,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,E,NT-DIBUJO TÉCNICO,0,0,,0,70,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,E,NT-FUNDAMENTOS DEL DISEÑO,0,0,0,0,57.5,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,E,NT-HISTORIA DEL ARTE Y DISEÑO,0,0,,0,48.42,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-COMUNICACIÓN EN ERA DIGITAL,9.6,6.9,,8.25,87.5,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-MATEMÁTICAS FINANCIERAS,7.85,9.4,,8.63,93.75,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-BASE DE DATOS I,7.95,7.1,,7.53,93.75,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-INGLÉS TÉCNICO 1,8.3,8.25,,8.28,93.75,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-FUNDAMENTOS DE PROGRAMACIÓN,6.44,8,,7.22,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,A,ENVASE EMPAQUE Y EMBALAJE,8.43,8.84,,8.64,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,A,EDICION DE AUDIO Y VIDEO PREMIER,9.1,10,,9.55,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,A,SOFTWARE DE TRATAMIENTO DE IMAGEN,8.4,9.4,,8.9,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,A,TECNICAS DE IMPRESION,7.8,9.1,,8.45,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,A,SEMIOTICA,8.48,8.8,,8.64,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,BASE DE DATOS AVANZADA,4.4,9.2,7.15,7.01,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,DISEÑO MULTIMEDIA,9,8.7,,8.85,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,CALCULO DIFERENCIAL E INTEGRAL,8.13,9.25,,8.69,92.19,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,FUNDAMENTOS DE ADMINISTRACION,7.3,10,,8.65,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,INGLES B1.1 (TECHNICAL),7.67,8.32,,8,92.19,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,C,PROGRAMACION VISUAL,6.65,7.6,,7.13,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,ETICA PROFESIONAL,9.2,10,,9.6,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,TENDENCIAS ACTUALES DE PROGRAMACION,8.2,8.94,,8.57,88.28,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,CALIDAD DE SOFTWARE,9.6,10,,9.8,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,EMPRENDIMIENTO,9.7,9.4,,9.55,92.97,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,FUNDAMENTOS DE REDES Y CONECTIVIDAD,10,9,,9.5,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,FUNDAMENTOS DE ADMINISTRACION,8.4,9.6,,9,92.71,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,BASE DE DATOS AVANZADA,6.55,9.18,,7.87,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,CALCULO DIFERENCIAL E INTEGRAL,7,10,,8.5,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,DISEÑO MULTIMEDIA,7.63,10,,8.82,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,INGLES B1.1 (TECHNICAL),6.76,9.48,,8.12,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,PROGRAMACION VISUAL,8.03,8.3,,8.16,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,G,NT-HISTORIA DEL ARTE Y DISEÑO,5.2,9.1,,7.15,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,G,NT-METODOLOGÍA DE LA INVESTIGACIÓN,8.4,8.4,,8.4,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,G,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,10,10,,10,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,G,NT-BASES DE LA COMUNICACIÓN,7.3,8.7,,8,97.5,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,G,NT-DIBUJO TÉCNICO,9.6,9.91,,9.75,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,G,NT-FUNDAMENTOS DEL DISEÑO,8.25,9.78,,9.02,95,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,G,NT-INFORMÁTICA,9.2,8.1,,8.65,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,A,METODOLOGIA DE LA INVESTIGACION,7.74,10,,8.87,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,A,TICS II,8.8,10,,9.4,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,A,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,8.8,9.2,,9,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,A,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,A,INVESTIGACION DE MERCADO,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,A,MATEMATICA FINANCIERA,9.6,9,,9.3,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-BASES DE LA COMUNICACIÓN,8.9,8.1,,8.5,97.5,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-DIBUJO TÉCNICO,10,5.6,,7.8,90,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-FUNDAMENTOS DEL DISEÑO,7.4,6.12,8,7.5,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-HISTORIA DEL ARTE Y DISEÑO,7.48,7.52,,7.5,98.95,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-INFORMÁTICA,9.49,9.5,,9.5,85,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-METODOLOGÍA DE LA INVESTIGACIÓN,8.62,9.22,,8.92,95,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,B,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,8.5,9.6,,9.05,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,IMAGEN CORPORATIVA Y CREATIVA,7.8,9.7,,8.75,91.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,EMPRENDIMIENTO,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,ADMINISTRACION E INNOVACION DE MODELOS DE NEGOCIOS,9.48,9.1,,9.29,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,PROYECTO DE MARKETING 1,8.3,8.2,,8.25,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",8.9,9.53,,9.22,89.06,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,8.45,8.61,,8.53,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-FUNDAMENTOS DE PROGRAMACIÓN,0,0,,0,59.38,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-BASE DE DATOS I,0,0,,0,32.29,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-COMUNICACIÓN EN ERA DIGITAL,0,0,,0,40.63,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-MATEMÁTICAS FINANCIERAS,0,0,,0,25,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-INGLÉS TÉCNICO 1,0,0,,0,87.5,REPROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,E,IMAGEN COORPORTAVIA,10,9.7,,9.85,90.63,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,E,DISEÑO Y PROGRAMACION WEB,9.08,9.2,,9.14,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,E,MULTIMEDIA,8.3,8.43,,8.37,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,E,EMPRENDIMIENTO,7.05,9.69,,8.37,84.38,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-BASES DE LA COMUNICACIÓN,9.2,9.3,,9.25,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-FUNDAMENTOS DEL DISEÑO,9.2,7.44,,8.32,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-HISTORIA DEL ARTE Y DISEÑO,8.8,10,,9.4,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-INFORMÁTICA,8,9.05,,8.53,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-METODOLOGÍA DE LA INVESTIGACIÓN,9.1,7.9,,8.5,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,10,9.6,,9.8,96.25,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-DIBUJO TÉCNICO,9,10,,9.5,100,APROBADO
NT-CONTABILIDAD,2023-1P,PRIMERO,A,NT-OFIMÁTICA BÁSICA,9.2,8.4,,8.8,100,APROBADO
NT-CONTABILIDAD,2023-1P,PRIMERO,A,NT-CONTABILIDAD BÁSICA,8.8,7.5,,8.15,100,APROBADO
NT-CONTABILIDAD,2023-1P,PRIMERO,A,NT-EXPRESIÓN ORAL Y ESCRITA,8.55,9.45,,9,100,APROBADO
NT-CONTABILIDAD,2023-1P,PRIMERO,A,NT-INGLÉS I,9.6,9.3,,9.45,100,APROBADO
NT-CONTABILIDAD,2023-1P,PRIMERO,A,NT-MATEMÁTICA BÁSICA,9.2,10,,9.6,100,APROBADO
NT-CONTABILIDAD,2023-1P,PRIMERO,A,NT-ADMINISTRACIÓN,10,9.2,,9.6,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,DESARROLLO DE APLICACIONES MOVILES,8,8.3,,8.15,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,DIVERSIDAD Y CULTURA,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,ESTADISTICA DESCRIPTIVA,7.87,10,,8.94,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,INGLES B1.2 (SPECIFIC PURPOSE),7,9.1,,8.05,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,LEGISLACION INFORMATICA,9.6,8.8,,9.2,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,G,PROGRAMACION DE APLICACIONES WEB,9,9.7,,9.35,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,FUNDAMENTOS DE REDES Y CONECTIVIDAD,8.2,7.85,,8.02,99.48,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,TENDENCIAS ACTUALES DE PROGRAMACION,9.2,9.4,,9.3,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,ETICA PROFESIONAL,9.6,8.2,,8.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,EMPRENDIMIENTO,7.08,9.39,,8.24,85.94,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,CALIDAD DE SOFTWARE,8.3,8,,8.15,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,DISEÑO PUBLICITARIO,9.6,10,,9.8,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,PROYECTO DE MARKETING II,9.4,9.49,,9.45,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,PRESUPUESTO,10,9.6,,9.8,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,GERENCIA DE SERVICIOS Y VENTAS,9.63,9.6,,9.62,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,DERECHO MERCANTIL,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,9.7,9.3,,9.5,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,ADMINISTRACION E INNOVACION DE MODELOS DE NEGOCIOS,9.63,10,,9.82,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,EMPRENDIMIENTO,8.68,10,,9.34,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,IMAGEN CORPORATIVA Y CREATIVA,6.57,10,,8.29,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,PROYECTO DE MARKETING 1,9.4,9.4,,9.4,91.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,C,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",8.96,10,,9.48,94.53,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,ADMINISTRACION E INNOVACION DE MODELOS DE NEGOCIOS,9.7,9.7,,9.7,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,IMAGEN CORPORATIVA Y CREATIVA,8.4,10,,9.2,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,EMPRENDIMIENTO,8.4,10,,9.2,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,9.56,9.59,,9.57,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",9.17,8.98,,9.07,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,PROYECTO DE MARKETING 1,8.1,8.8,,8.45,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,DIBUJO ARTISTICO,8.4,8.01,,8.21,97.5,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,ETICA LABORAL Y PROFESIONAL,8.8,9.7,,9.25,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,FOTOGRAFIA,7.3,9.8,,8.55,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,PSICOLOGIA DEL COLOR,8.8,9.7,,9.25,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,RELACIONES PUBLICAS,8.2,10,,9.1,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,SOFTWARE DE ILUSTRACION,6.6,8.91,,7.76,95.83,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,C,NT-ENTORNO EMPRESARIAL,6.5,10,,8.25,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,C,NT-EXPRESION ORAL Y ESCRITA,5.2,9.18,,7.19,98.44,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,C,NT-FUNDAMENTOS DE MARKETING,5.59,8.5,,7.05,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,C,NT-MATEMATICAS,5.01,6.23,8,7.05,93.75,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,C,NT-TICS I,6.08,8.7,,7.39,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,C,NT-CONTABILIDAD GENERAL,8.4,7.2,,7.8,97.97,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-CONTABILIDAD GENERAL,4.65,9.85,,7.25,93.23,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-TICS I,9.2,10,,9.6,96.88,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-EXPRESION ORAL Y ESCRITA,8.1,8.5,0,8.3,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-FUNDAMENTOS DE MARKETING,7.91,8.17,,8.04,93.75,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-MATEMATICAS,9.3,8.45,,8.88,93.75,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-ENTORNO EMPRESARIAL,9,8.7,,8.85,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,PROYECTO DE MARKETING II,9.88,9.49,,9.69,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,PRESUPUESTO,6.3,8.75,,7.53,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,GERENCIA DE SERVICIOS Y VENTAS,7,9.16,,8.08,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,9.85,8.7,,9.27,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,DISEÑO PUBLICITARIO,8.8,6.5,,7.65,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,DERECHO MERCANTIL,7.5,9.2,,8.35,93.75,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-BASE DE DATOS I,8.9,10,,9.45,96.88,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-COMUNICACIÓN EN ERA DIGITAL,9.1,9.2,,9.15,93.75,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-FUNDAMENTOS DE PROGRAMACIÓN,7.07,9.7,,8.39,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-INGLÉS TÉCNICO 1,9.98,9.6,,9.79,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,B,NT-MATEMÁTICAS FINANCIERAS,7.35,9.6,,8.48,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-MATEMATICAS,8.28,7.5,,7.89,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-TICS I,8.94,9.5,,9.22,98.44,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-CONTABILIDAD GENERAL,9.5,9.3,,9.4,95.83,APROBADO
